Name,Phase,Drug Type,Passes Rule of Five,Chirality,Smiles,Selfies
TOBICILLIN,-1,1:Synthetic Small Molecule,0,Single Stereoisomer,CC(C)C(=O)OCc1cccc(OC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)Cc4ccccc4)[C@H]3SC2(C)C)c1,[C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][Branch2][Ring2][=Branch2][O][C][=Branch1][C][=O][C@@H1][N][C][=Branch1][C][=O][C@@H1][Branch1][#C][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Ring1][#C][S][C][Ring2][Ring1][C][Branch1][C][C][C][=C][Ring2][Ring1][=N]
SEGESTERONE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(O)C(C)=O,[C][=C][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][C][C@@H1][Ring1][#Branch1][C@H1][Ring1][O][C][C][C@][Ring1][#C][Branch1][C][C][C@@][Ring2][Ring1][Ring1][Branch1][C][O][C][Branch1][C][C][=O]
DROMETRIZOLE,3,1:Synthetic Small Molecule,1,Achiral Molecule,Cc1ccc(O)c(-n2nc3ccccc3n2)c1,[C][C][=C][C][=C][Branch1][C][O][C][Branch1][=C][N][N][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][=Branch2][=C][Ring1][S]
ULIFLOXACIN,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21,[C][C][S][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][=Branch2][N][C][C][N][C][C][Ring1][=Branch1][C][=C][Ring1][=N][N][Ring2][Ring1][Branch1][Ring2][Ring1][#Branch1]
ALMECILLIN,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,C=CCSCC(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,[C][=C][C][S][C][C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C@@H1][Ring1][Branch1][S][C][Branch1][C][C][Branch1][C][C][C@@H1][Ring1][#Branch1][C][=Branch1][C][=O][O]
CLOCAPRAMINE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1,[N][C][=Branch1][C][=O][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][C][C][N][Branch2][Ring1][N][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][S][C][C][Ring2][Ring1][#C]
TOMOXIPROLE,-1,1:Synthetic Small Molecule,0,Achiral Molecule,COc1ccc(-c2nc3c4ccccc4ccc3n2C(C)C)cc1,[C][O][C][=C][C][=C][Branch2][Ring1][=Branch2][C][=N][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][=C][Ring1][#Branch2][N][Ring1][=N][C][Branch1][C][C][C][C][=C][Ring2][Ring1][=Branch1]
FLUCINDOLE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CN(C)C1CCc2[nH]c3c(F)cc(F)cc3c2C1,[C][N][Branch1][C][C][C][C][C][C][NH1][C][=C][Branch1][C][F][C][=C][Branch1][C][F][C][=C][Ring1][Branch2][C][=Ring1][O][C][Ring1][#C]
COLURACETAM,-1,1:Synthetic Small Molecule,1,Achiral Molecule,Cc1oc2nc3c(c(NC(=O)CN4CCCC4=O)c2c1C)CCCC3,[C][C][O][C][=N][C][=C][Branch2][Ring1][#Branch2][C][Branch1][#C][N][C][=Branch1][C][=O][C][N][C][C][C][C][Ring1][Branch1][=O][=C][Ring1][S][C][=Ring2][Ring1][Ring1][C][C][C][C][C][Ring2][Ring1][Ring2]
PARTHENOLIDE,2,1:Synthetic Small Molecule,1,Single Stereoisomer,C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C/CC[C@@]1(C)O[C@@H]21,[C][=C][C][=Branch1][C][=O][O][C@H1][C@H1][Ring1][=Branch1][C][C][/C][Branch1][C][C][=C][/C][C][C@@][Branch1][C][C][O][C@@H1][Ring1][=N][Ring1][Ring2]
CEPHALEXIN,4,1:Synthetic Small Molecule,1,Single Stereoisomer,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,[C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][C@H1][Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Ring1][S][S][C][Ring2][Ring1][#Branch1]
DEQUALINIUM,4,1:Synthetic Small Molecule,0,Achiral Molecule,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,[C][C][=C][C][Branch1][C][N][=C][C][=C][C][=C][C][Ring1][=Branch1][=N+1][Ring1][O][C][C][C][C][C][C][C][C][C][C][N+1][=C][Branch1][C][C][C][=C][Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][N]
QUINELORANE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21,[C][C][C][N][C][C][C][C@@H1][C][C][=N][C][Branch1][C][N][=N][C][=C][Ring1][#Branch1][C][C@H1][Ring1][O][Ring1][#C]
PYRIDOXAL PHOSPHATE,3,1:Synthetic Small Molecule,1,Achiral Molecule,Cc1ncc(COP(=O)(O)O)c(C=O)c1O,[C][C][=N][C][=C][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][Branch1][Ring1][C][=O][=C][Ring1][=C][O]
DINITOLMIDE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],[C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][N][N+1][=Branch1][C][=O][O-1]
PIPEROXAN,-1,1:Synthetic Small Molecule,1,Racemic Mixture,c1ccc2c(c1)OCC(CN1CCCCC1)O2,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][Branch1][#Branch2][C][N][C][C][C][C][C][Ring1][=Branch1][O][Ring1][=C]
CLOMIFENOXIDE,-1,1:Synthetic Small Molecule,0,Achiral Molecule,CC[N+]([O-])(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,[C][C][N+1][Branch1][C][O-1][Branch1][Ring1][C][C][C][C][O][C][=C][C][=C][Branch2][Ring1][Branch2][/C][=Branch1][=N][=C][Branch1][C][/Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Branch1]
ZYLOFURAMINE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,CCN[C@H](Cc1ccccc1)[C@H]1CCCO1,[C][C][N][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][C][C][C][O][Ring1][Branch1]
PHENOTHIAZINE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,c1ccc2c(c1)Nc1ccccc1S2,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][O]
DELOXOLONE,-1,1:Synthetic Small Molecule,0,Single Stereoisomer,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@]2(C)C3=CC[C@@H]4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,[C][C][Branch1][C][C][C@@H1][Branch1][=N][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O][C][C][C@][Branch1][C][C][C][=C][C][C@@H1][C@@H1][C][C@@][Branch1][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C][C@][Ring1][#Branch2][Branch1][C][C][C][C][C@@][Ring1][#C][Branch1][C][C][C@][Ring2][Ring1][Ring2][Branch1][C][C][C][C][C@@H1][Ring2][Ring2][#Branch1][Ring2][Ring1][#Branch2]
DEMOCONAZOLE,-1,1:Synthetic Small Molecule,0,Achiral Molecule,Clc1ccc(OCCO/C(=C\n2ccnc2)c2ccc(Cl)cc2Cl)cc1,[Cl][C][=C][C][=C][Branch2][Ring1][N][O][C][C][O][/C][=Branch1][=Branch2][=C][\N][C][=C][N][=C][Ring1][Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][=C][Ring2][Ring1][=Branch2]
ALFAXALONE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,[C][C][=Branch1][C][=O][C@H1][C][C][C@H1][C@@H1][C][C][C@H1][C][C@H1][Branch1][C][O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][N][C][=Branch1][C][=O][C][C@][Ring2][Ring1][Ring2][Ring1][P][C]
SPIROFYLLINE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,Cn1c(=O)c2c(ncn2CC(=O)N2CC3(CCN(CCc4ccccc4)CC3)OC2=O)n(C)c1=O,[C][N][C][=Branch1][C][=O][C][=C][Branch2][Ring2][#Branch2][N][=C][N][Ring1][Branch1][C][C][=Branch1][C][=O][N][C][C][Branch2][Ring1][Ring2][C][C][N][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=C][O][C][Ring2][Ring1][C][=O][N][Branch1][C][C][C][Ring2][Ring1][P][=O]
FENTHION,-1,1:Synthetic Small Molecule,1,Achiral Molecule,COP(=S)(OC)Oc1ccc(SC)c(C)c1,[C][O][P][=Branch1][C][=S][Branch1][Ring1][O][C][O][C][=C][C][=C][Branch1][Ring1][S][C][C][Branch1][C][C][=C][Ring1][=Branch2]
TALIPEXOLE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,C=CCN1CCc2nc(N)sc2CC1,[C][=C][C][N][C][C][C][N][=C][Branch1][C][N][S][C][=Ring1][=Branch1][C][C][Ring1][O]
ZELANDOPAM,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,Oc1ccc([C@@H]2CNCc3c2ccc(O)c3O)cc1O,[O][C][=C][C][=C][Branch2][Ring1][Ring1][C@@H1][C][N][C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][C][=C][Ring2][Ring1][C][O]
THIOCARBANIDIN,-1,1:Synthetic Small Molecule,0,Achiral Molecule,CC(C)COc1ccc(NC(=S)Nc2ccc(-c3ccccn3)cc2)cc1,[C][C][Branch1][C][C][C][O][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=S][N][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][Ring1][N][C][=C][Ring2][Ring1][=Branch1]
ZIDOVUDINE TRIPHOSPHATE,-1,1:Synthetic Small Molecule,0,Single Stereoisomer,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,[C][C][=C][N][Branch2][Ring2][O][C@H1][C][C@H1][Branch1][Ring2][N][=N+1][=N-1][C@@H1][Branch2][Ring1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O][Ring2][Ring1][=Branch1][C][=Branch1][C][=O][NH1][C][Ring2][Ring1][=N][=O]
FENAFTIC ACID,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CCN(CC)C(=O)C1C2=C(CC(c3ccccc3)C1C(=O)O)CC(C)(C)CC2=O,[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][C][C][=C][Branch2][Ring1][Branch1][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][N][C][=Branch1][C][=O][O][C][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring1][Ring2][=O]
COUMARIN,4,1:Synthetic Small Molecule,1,Achiral Molecule,O=c1ccc2ccccc2o1,[O][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][#Branch2]
CHOLINE,0.5,1:Synthetic Small Molecule,1,Achiral Molecule,C[N+](C)(C)CCO,[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O]
FLUPEROLONE ACETATE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,CC(=O)O[C@@H](C)C(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,[C][C][=Branch1][C][=O][O][C@@H1][Branch1][C][C][C][=Branch1][C][=O][C@@][Branch1][C][O][C][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring1][#Branch1][Branch1][C][C][C@@][Ring1][N][Branch1][C][F][C@@H1][Branch1][C][O][C][C@@][Ring2][Ring1][C][Ring2][Ring1][=Branch1][C]
SULPHAMOPRINE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,COc1cc(OC)nc(NS(=O)(=O)c2ccc(N)cc2)n1,[C][O][C][=C][C][Branch1][Ring1][O][C][=N][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=N][Ring2][Ring1][Ring1]
SPIRIPROSTIL,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CCCCCCC1CCC2(NC(=O)NC2=O)C1CCCCCCC(=O)O,[C][C][C][C][C][C][C][C][C][C][Branch1][O][N][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][Ring1][O][C][C][C][C][C][C][C][=Branch1][C][=O][O]
ENPRAZEPINE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,C=C1c2ccccc2CN(CCCN(C)C)c2ccccc21,[C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Branch1][=Branch2][C][C][C][N][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Branch1]
GAPROMIDINE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,N=C(NCCCc1c[nH]cn1)NCCNc1ccccn1,[N][=C][Branch1][N][N][C][C][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][C][N][C][=C][C][=C][C][=N][Ring1][=Branch1]
CLOROTEPINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,[C][N][C][C][N][Branch2][Ring1][=Branch2][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][S][C][C][Ring2][Ring1][=Branch1]
ARECOLINE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,COC(=O)C1=CCCN(C)C1,[C][O][C][=Branch1][C][=O][C][=C][C][C][N][Branch1][C][C][C][Ring1][#Branch1]
LORACARBEF,4,1:Synthetic Small Molecule,1,Single Stereoisomer,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,[N][C@@H1][Branch2][Ring1][#C][C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Branch1][C][Cl][C][C][C@H1][Ring1][=N][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1]
TERIKALANT,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,COc1ccc(C2CCN(CC[C@H]3CCOc4ccccc43)CC2)cc1OC,[C][O][C][=C][C][=C][Branch2][Ring1][N][C][C][C][N][Branch1][P][C][C][C@H1][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][C][C][Ring2][Ring1][C][C][=C][Ring2][Ring1][Branch2][O][C]
CEFCLIDIN,-1,1:Synthetic Small Molecule,0,Single Stereoisomer,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]34CCC(C(N)=O)(CC3)CC4)CS[C@H]12)c1nsc(N)n1,[C][O][/N][=C][Branch2][Branch1][#Branch1][\C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch2][Ring1][#Branch1][C][N+1][C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][Branch1][Branch1][C][C][Ring1][=Branch2][C][C][Ring1][O][C][S][C@H1][Ring2][Ring1][Branch2][Ring2][Ring1][Branch1][C][=N][S][C][Branch1][C][N][=N][Ring1][=Branch1]
FLUDROCORTISONE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,[C][C@][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C@H1][C@@H1][C][C][C@][Branch1][C][O][Branch1][#Branch1][C][=Branch1][C][=O][C][O][C@@][Ring1][#Branch2][Branch1][C][C][C][C@H1][Branch1][C][O][C@@][Ring1][S][Ring2][Ring1][=Branch2][F]
SOFALCONE,-1,1:Synthetic Small Molecule,0,Achiral Molecule,CC(C)=CCOc1ccc(/C=C/C(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,[C][C][Branch1][C][C][=C][C][O][C][=C][C][=C][Branch2][Ring1][S][/C][=C][/C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][O][C][C][=C][Branch1][C][C][C][C][=C][Ring1][N][O][C][C][=Branch1][C][=O][O][C][=C][Ring2][Ring1][O]
GLUCAMETACIN,-1,1:Synthetic Small Molecule,0,Single Stereoisomer,COc1ccc2c(c1)c(CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO)c(C)n2C(=O)c1ccc(Cl)cc1,[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch2][Ring1][#Branch2][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][=O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C][O][=C][Branch1][C][C][N][Ring2][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
TIAMENIDINE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,Cc1csc(Cl)c1NC1=NCCN1,[C][C][=C][S][C][Branch1][C][Cl][=C][Ring1][=Branch1][N][C][=N][C][C][N][Ring1][Branch1]
TALOPRAM,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21,[C][N][C][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][P]
SYROSINGOPINE,-1,1:Synthetic Small Molecule,0,Single Stereoisomer,CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC,[C][C][O][C][=Branch1][C][=O][O][C][=C][Branch1][Ring1][O][C][C][=C][Branch2][Branch1][#Branch1][C][=Branch1][C][=O][O][C@@H1][C][C@@H1][C][N][C][C][C][=C][Branch1][S][NH1][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][O][Ring1][Branch2][C@H1][Ring1][#C][C][C@@H1][Ring2][Ring1][Ring1][C@H1][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C@H1][Ring2][Ring1][O][O][C][C][=C][Ring2][Ring2][Branch2][O][C]
CARBADOX,-1,1:Synthetic Small Molecule,1,Achiral Molecule,COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-],[C][O][C][=Branch1][C][=O][N][/N][=C][/C][=C][N+1][Branch1][C][O-1][=C][C][=C][C][=C][C][Ring1][=Branch1][=N+1][Ring1][O][O-1]
BEMESETRON,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2,[C][N][C@@H1][C][C][C@H1][Ring1][Branch1][C][C@@H1][Branch2][Ring1][Ring2][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][C][Ring2][Ring1][C]
SULFABENZAMIDE,4,1:Synthetic Small Molecule,1,Achiral Molecule,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,[N][C][=C][C][=C][Branch2][Ring1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][C]
TIMEPIDIUM,-1,1:Synthetic Small Molecule,1,Racemic Mixture,COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1,[C][O][C][C][C][=Branch2][Ring1][C][=C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][C][=C][C][=C][S][Ring1][Branch1][C][N+1][Branch1][C][C][Branch1][C][C][C][Ring2][Ring1][Ring1]
ZOLAZEPAM,-1,1:Synthetic Small Molecule,1,Achiral Molecule,Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C,[C][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][F][=N][C][C][=Branch1][C][=O][N][Ring1][#C][C]
TECASTEMIZOLE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1,[F][C][=C][C][=C][Branch2][Ring1][#Branch2][C][N][C][Branch1][#Branch2][N][C][C][C][N][C][C][Ring1][=Branch1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][S][C][=C][Ring2][Ring1][#Branch1]
SUCROSE OCTAACETATE,-1,1:Synthetic Small Molecule,0,Single Stereoisomer,CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,[C][C][=Branch1][C][=O][O][C][C@H1][O][C@@][Branch1][Branch2][C][O][C][Branch1][C][C][=O][Branch2][Ring2][#Branch2][O][C@H1][O][C@H1][Branch1][Branch2][C][O][C][Branch1][C][C][=O][C@@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C@H1][Ring2][Ring1][Ring1][O][C][Branch1][C][C][=O][C@@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C@@H1][Ring2][Ring2][=Branch1][O][C][Branch1][C][C][=O]
CLOXIMATE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,C/C(=N\OCC(=O)OCCN(C)C)c1ccc(Cl)cc1,[C][/C][=Branch1][S][=N][\O][C][C][=Branch1][C][=O][O][C][C][N][Branch1][C][C][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
MONATEPIL,-1,1:Synthetic Small Molecule,0,Racemic Mixture,O=C(CCCN1CCN(c2ccc(F)cc2)CC1)NC1c2ccccc2CSc2ccccc21,[O][=C][Branch2][Ring1][=Branch2][C][C][C][N][C][C][N][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring1][=N][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C]
MITOZOLOMIDE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,NC(=O)c1ncn2c(=O)n(CCCl)nnc12,[N][C][=Branch1][C][=O][C][N][=C][N][C][=Branch1][C][=O][N][Branch1][Ring2][C][C][Cl][N][=N][C][=Ring1][=N][Ring1][#Branch2]
OMAPATRILAT,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,O=C(N[C@H]1CCS[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,[O][=C][Branch2][Ring1][=Branch2][N][C@H1][C][C][S][C@H1][C][C][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][Ring1][=Branch2][C][Ring1][=C][=O][C@@H1][Branch1][C][S][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
OPINIAZIDE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,COc1ccc(/C=N/NC(=O)c2ccncc2)c(C(=O)O)c1OC,[C][O][C][=C][C][=C][Branch1][S][/C][=N][/N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring2][Ring1][Ring2][O][C]
PIPERAMIDE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CC(=O)Nc1ccc(N2CCN(CCCN(C)C)CC2)cc1,[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][Ring1][N][C][C][N][Branch1][=Branch2][C][C][C][N][Branch1][C][C][C][C][C][Ring1][N][C][=C][Ring2][Ring1][C]
BETANAPHTHOL,-1,1:Synthetic Small Molecule,1,Achiral Molecule,Oc1ccc2ccccc2c1,[O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2]
FENOCTIMINE,-1,1:Synthetic Small Molecule,0,Achiral Molecule,CCCCCCCC/N=C/N1CCC(C(c2ccccc2)c2ccccc2)CC1,[C][C][C][C][C][C][C][C][/N][=C][/N][C][C][C][Branch2][Ring1][Ring2][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Ring1]
TRIMEPERIDINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CCC(=O)OC1(c2ccccc2)CC(C)N(C)CC1C,[C][C][C][=Branch1][C][=O][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Branch1][C][C][N][Branch1][C][C][C][C][Ring1][=C][C]
FURNIDIPINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC2CCCO2)C1c1ccccc1[N+](=O)[O-],[C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][C][Branch1][C][C][=C][Branch1][=C][C][=Branch1][C][=O][O][C][C][C][C][C][O][Ring1][Branch1][C][Ring1][P][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1]
