Name,Phase,Drug Type,Passes Rule of Five,Chirality,Smiles,Selfies
BUTHIONINE SULFOXIMINE,1,1:Synthetic Small Molecule,1,Single Stereoisomer,CCCC[S+](=N)([O-])CC[C@H](N)C(=O)O,[C][C][C][C][S+1][=Branch1][C][=N][Branch1][C][O-1][C][C][C@H1][Branch1][C][N][C][=Branch1][C][=O][O]
TEZACAFTOR,4,1:Synthetic Small Molecule,0,Single Stereoisomer,CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][=C][C][=C][C][Branch2][Ring2][Ring1][N][C][=Branch1][C][=O][C][Branch2][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][Branch1][C][F][Branch1][C][F][O][Ring1][Branch2][C][C][Ring1][=C][=C][Branch1][C][F][C][=C][Ring2][Ring1][Branch2][N][Ring2][Ring1][O][C][C@@H1][Branch1][C][O][C][O]
CLEMIZOLE,2,1:Synthetic Small Molecule,1,Achiral Molecule,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,[Cl][C][=C][C][=C][Branch2][Ring1][=Branch2][C][N][C][Branch1][=Branch2][C][N][C][C][C][C][Ring1][Branch1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C][C][=C][Ring2][Ring1][=Branch1]
FENCAMFAMIN,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CCNC1C2CCC(C2)C1c1ccccc1,[C][C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
GSK-2018682,1,1:Synthetic Small Molecule,0,Achiral Molecule,CC(C)Oc1ncc(-c2nc(-c3cccc4c3ccn4CCCC(=O)O)no2)cc1Cl,[C][C][Branch1][C][C][O][C][=N][C][=C][Branch2][Ring1][P][C][=N][C][Branch2][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][N][Ring1][Branch1][C][C][C][C][=Branch1][C][=O][O][=N][O][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][#Branch2][Cl]
VAPENDAVIR,2,1:Synthetic Small Molecule,1,Achiral Molecule,CCOc1noc2cc(OCCC3CCN(c4ccc(C)nn4)CC3)ccc12,[C][C][O][C][=N][O][C][=C][C][Branch2][Ring1][=Branch2][O][C][C][C][C][C][N][Branch1][N][C][=C][C][=C][Branch1][C][C][N][=N][Ring1][#Branch1][C][C][Ring1][=N][=C][C][=C][Ring2][Ring1][=Branch2][Ring2][Ring1][=Branch1]
MOEXIPRIL,4,1:Synthetic Small Molecule,1,Single Stereoisomer,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,[C][C][O][C][=Branch1][C][=O][C@H1][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][#Branch2][C][C@H1][Ring1][=C][C][=Branch1][C][=O][O]
ACETYLLEUCINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CC(=O)NC(CC(C)C)C(=O)O,[C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O]
DEMECARIUM,4,1:Synthetic Small Molecule,0,Achiral Molecule,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,[C][N][Branch2][Ring2][=Branch1][C][C][C][C][C][C][C][C][C][C][N][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][C][Branch1][=Branch2][N+1][Branch1][C][C][Branch1][C][C][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][O][C][=C][C][=C][C][Branch1][=Branch2][N+1][Branch1][C][C][Branch1][C][C][C][=C][Ring1][#Branch2]
PROPRANOLOL,4,1:Synthetic Small Molecule,1,Racemic Mixture,CC(C)NCC(O)COc1cccc2ccccc12,[C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
ADENOSINE PHOSPHATE,4,1:Synthetic Small Molecule,1,Single Stereoisomer,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,[N][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C@@H1][O][C@H1][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C@@H1][Branch1][C][O][C@H1][Ring1][N][O]
SOBETIROME,1,1:Synthetic Small Molecule,1,Achiral Molecule,Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(O)c(C(C)C)c1,[C][C][=C][C][Branch1][Branch2][O][C][C][=Branch1][C][=O][O][=C][C][Branch1][C][C][=C][Ring1][N][C][C][=C][C][=C][Branch1][C][O][C][Branch1][=Branch1][C][Branch1][C][C][C][=C][Ring1][#Branch2]
VERICIGUAT,4,1:Synthetic Small Molecule,1,Achiral Molecule,COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,[C][O][C][=Branch1][C][=O][N][C][=C][Branch1][C][N][N][=C][Branch2][Ring1][=C][C][=N][N][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][=N][C][=C][Branch1][C][F][C][=C][Ring2][Ring1][C][Ring1][#Branch1][N][=C][Ring2][Ring1][=Branch2][N]
ELAGOLIX,4,1:Synthetic Small Molecule,0,Single Stereoisomer,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,[C][O][C][=C][C][=C][C][Branch2][Branch1][S][C][=C][Branch1][C][C][N][Branch2][Ring1][Branch1][C][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][N][Branch2][Ring1][=Branch1][C][C@H1][Branch1][#Branch2][N][C][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring2][Ring1][=O][=C][Ring2][Ring2][#Branch2][F]
SEPRANOLONE,2,1:Synthetic Small Molecule,1,Single Stereoisomer,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,[C][C][=Branch1][C][=O][C@H1][C][C][C@H1][C@@H1][C][C][C@H1][C][C@@H1][Branch1][C][O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][N][C][C][C@][Ring2][Ring1][Ring1][Ring1][S][C]
OLOPATADINE,4,1:Synthetic Small Molecule,1,Achiral Molecule,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,[C][N][Branch1][C][C][C][C][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][C][=C][C][=C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=C][Ring1][#Branch2][Ring2][Ring1][Ring1]
P-276-00,2,1:Synthetic Small Molecule,1,Achiral Molecule,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4)oc23)C1CO,[C][N][C][C][C][Branch2][Ring2][Ring1][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][C][=Branch1][C][=O][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Ring2][Ring1][Ring1][=Ring1][=N][C][Ring2][Ring1][Branch2][C][O]
CEFIXIME,4,1:Synthetic Small Molecule,1,Single Stereoisomer,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,[C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][O][N][C][=Branch1][C][=O][/C][=Branch1][=Branch2][=N][\O][C][C][=Branch1][C][=O][O][C][=C][S][C][Branch1][C][N][=N][Ring1][=Branch1][C@H1][Ring2][Ring1][Branch1][S][C][Ring2][Ring1][N]
RITOBEGRON,3,1:Synthetic Small Molecule,1,Single Stereoisomer,Cc1cc(OCC(=O)O)c(C)cc1CCN[C@@H](C)[C@H](O)c1ccc(O)cc1,[C][C][=C][C][Branch1][Branch2][O][C][C][=Branch1][C][=O][O][=C][Branch1][C][C][C][=C][Ring1][N][C][C][N][C@@H1][Branch1][C][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]
MIVAVOTINIB,2,1:Synthetic Small Molecule,1,Single Stereoisomer,Cn1cc(-c2nc(N[C@@H]3CCCC[C@@H]3N)c(F)c3c2C(=O)NC3)cn1,[C][N][C][=C][Branch2][Ring1][S][C][=N][C][Branch1][O][N][C@@H1][C][C][C][C][C@@H1][Ring1][=Branch1][N][=C][Branch1][C][F][C][=C][Ring1][#C][C][=Branch1][C][=O][N][C][Ring1][=Branch1][C][=N][Ring2][Ring1][Branch2]
PF-114,1,1:Synthetic Small Molecule,0,Achiral Molecule,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1nnc2ccccn12,[C][C][=C][C][=C][Branch2][Ring2][#Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=N][C][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring2][Ring1][C][C][=C][Ring2][Ring1][O][C][#C][C][=N][N][=C][C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1]
IDRONOXIL,1,1:Synthetic Small Molecule,1,Achiral Molecule,Oc1ccc(C2=Cc3ccc(O)cc3OC2)cc1,[O][C][=C][C][=C][Branch2][Ring1][C][C][=C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][O][C][Ring1][O][C][=C][Ring1][P]
BTRX-335140,2,1:Synthetic Small Molecule,1,Achiral Molecule,CCc1cc(F)c2nc(N3CCC(NC4CCOCC4)CC3)c(-c3nc(C)no3)c(C)c2c1,[C][C][C][=C][C][Branch1][C][F][=C][N][=C][Branch2][Ring1][Ring2][N][C][C][C][Branch1][#Branch2][N][C][C][C][O][C][C][Ring1][=Branch1][C][C][Ring1][=N][C][Branch1][O][C][=N][C][Branch1][C][C][=N][O][Ring1][=Branch1][=C][Branch1][C][C][C][Ring2][Ring1][#Branch2][=C][Ring2][Ring1][#C]
FLAVONE,2,1:Synthetic Small Molecule,1,Achiral Molecule,O=c1cc(-c2ccccc2)oc2ccccc12,[O][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][S][Ring1][=Branch1]
DEZOCINE,4,1:Synthetic Small Molecule,1,Single Stereoisomer,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N,[C][C@@][C][C][C][C][C][C@@H1][Branch1][#C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Ring1][#C][C@@H1][Ring1][S][N]
ERDOSTEINE,4,1:Synthetic Small Molecule,1,Racemic Mixture,O=C(O)CSCC(=O)NC1CCSC1=O,[O][=C][Branch1][C][O][C][S][C][C][=Branch1][C][=O][N][C][C][C][S][C][Ring1][Branch1][=O]
SOTICLESTAT,3,1:Synthetic Small Molecule,1,Achiral Molecule,O=C(c1cccnc1-c1ccncc1)N1CCC(O)(Cc2ccccc2)CC1,[O][=C][Branch1][P][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1][N][C][C][C][Branch1][C][O][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=C]
FIPAXALPARANT,2,1:Synthetic Small Molecule,1,Achiral Molecule,COc1ccc(C(=O)NC2(C(=O)O)Cc3ccccc3C2)cc1OCCc1cccc(C)c1,[C][O][C][=C][C][=C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][N][C][=C][Ring2][Ring1][Branch1][O][C][C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1]
BORNAPRINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CCN(CC)CCCOC(=O)C1(c2ccccc2)CC2CCC1C2,[C][C][N][Branch1][Ring1][C][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][Ring1][N][C][Ring1][Branch1]
GPI-1485,2,1:Synthetic Small Molecule,1,Single Stereoisomer,CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)O,[C][C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][O]
ABT-384,2,1:Synthetic Small Molecule,1,Achiral Molecule,CC(C)(C(=O)NC1C2CC3CC1CC(C(N)=O)(C3)C2)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,[C][C][Branch1][C][C][Branch2][Ring1][#C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][Branch1][Ring2][C][Ring1][=Branch2][C][Ring1][N][N][C][C][N][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=N][Ring1][#Branch2][C][C][Ring1][S]
METHOSERPIDINE,-1,1:Synthetic Small Molecule,0,Single Stereoisomer,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccc(OC)cc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,[C][O][C][=Branch1][C][=O][C@H1][C@H1][C][C@@H1][C][NH1][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=Ring1][O][C][C][N][Ring1][#C][C][C@H1][Ring2][Ring1][Ring1][C][C@@H1][Branch2][Ring1][#Branch2][O][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N][C@@H1][Ring2][Ring2][=Branch1][O][C]
BRANAPLAM,2,1:Synthetic Small Molecule,1,Achiral Molecule,CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1,[C][C][Branch1][C][C][C][C][Branch2][Ring1][S][O][C][=C][C][=C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][Branch2][C][C][=N][NH1][C][=Ring1][Branch1][C][=C][Ring1][O][O][N][=N][Ring2][Ring1][C][C][C][Branch1][C][C][Branch1][C][C][N][Ring2][Ring1][N]
THEOBROMINE,3,1:Synthetic Small Molecule,1,Achiral Molecule,Cn1cnc2c1c(=O)[nH]c(=O)n2C,[C][N][C][=N][C][=C][Ring1][Branch1][C][=Branch1][C][=O][NH1][C][=Branch1][C][=O][N][Ring1][Branch2][C]
CATHINE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,C[C@H](N)[C@@H](O)c1ccccc1,[C][C@H1][Branch1][C][N][C@@H1][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1]
ENOXOLONE,2,1:Synthetic Small Molecule,0,Single Stereoisomer,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,[C][C][Branch1][C][C][C@@H1][Branch1][C][O][C][C][C@][Branch1][C][C][C@H1][C][=Branch1][C][=O][C][=C][C@@H1][C][C@@][Branch1][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C][C@][Ring1][#Branch2][Branch1][C][C][C][C][C@@][Ring1][#C][Branch1][C][C][C@][Ring2][Ring1][Branch1][Branch1][C][C][C][C][C@@H1][Ring2][Ring1][P][Ring2][Ring1][O]
TIPRANAVIR,4,1:Synthetic Small Molecule,0,Single Stereoisomer,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,[C][C][C][C@@][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Branch1][C][O][=C][Branch2][Ring2][N][C@H1][Branch1][Ring1][C][C][C][=C][C][=C][C][Branch2][Ring1][O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=N][Ring1][#Branch2][=C][Ring2][Ring1][Ring2][C][=Branch1][C][=O][O][Ring2][Ring2][#Branch1]
RELDESEMTIV,3,1:Synthetic Small Molecule,1,Single Stereoisomer,NC(=O)c1ccn(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1,[N][C][=Branch1][C][=O][C][C][=C][N][Branch2][Ring2][Ring1][C][=C][N][=C][Branch2][Ring1][#Branch1][N][C][C@][Branch1][#Branch2][C][=N][C][=C][C][=C][Ring1][=Branch1][F][C][C@H1][Branch1][C][F][C][Ring1][N][N][=C][Ring2][Ring1][Ring2][C][=Ring2][Ring1][=Branch2]
TECOVIRIMAT,4,1:Synthetic Small Molecule,1,Single Stereoisomer,O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)c1ccc(C(F)(F)F)cc1,[O][=C][Branch2][Ring1][N][N][N][C][=Branch1][C][=O][C@@H1][C@@H1][C][=C][C@@H1][Branch1][Branch2][C@H1][C][C@@H1][Ring1][#Branch1][Ring1][Ring1][C@@H1][Ring1][=Branch2][C][Ring1][=N][=O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2]
LINERIXIBAT,3,1:Synthetic Small Molecule,0,Single Stereoisomer,CCCC[C@]1(CC)CS(=O)(=O)c2cc(CNC(CC(=O)O)CC(=O)O)c(OC)cc2[C@@H](c2ccccc2)N1,[C][C][C][C][C@][Branch1][Ring1][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch2][Ring1][C][C][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O][=C][Branch1][Ring1][O][C][C][=C][Ring2][Ring1][Ring1][C@@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring2][C]
NIPEROTIDINE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CN(C)Cc1ccc(CSCCNC(=C[N+](=O)[O-])NCc2ccc3c(c2)OCO3)o1,[C][N][Branch1][C][C][C][C][=C][C][=C][Branch2][Ring1][S][C][S][C][C][N][C][=Branch1][#Branch1][=C][N+1][=Branch1][C][=O][O-1][N][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][O][Ring2][Ring1][#Branch2]
DEXRABEPRAZOLE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,COCCCOc1ccnc(C[S@@+]([O-])c2nc3ccccc3[nH]2)c1C,[C][O][C][C][C][O][C][=C][C][=N][C][Branch2][Ring1][Ring1][C][S@@+1][Branch1][C][O-1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][=C][Ring2][Ring1][C][C]
DILAZEP,-1,1:Synthetic Small Molecule,0,Achiral Molecule,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,[C][O][C][=C][C][Branch2][Branch1][C][C][=Branch1][C][=O][O][C][C][C][N][C][C][C][N][Branch2][Ring1][=N][C][C][C][O][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N][C][C][Ring2][Ring1][=Branch2][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring2][#Branch1][O][C]
ALIZAPRIDE,3,1:Synthetic Small Molecule,1,Racemic Mixture,C=CCN1CCCC1CNC(=O)c1cc2nn[nH]c2cc1OC,[C][=C][C][N][C][C][C][C][Ring1][Branch1][C][N][C][=Branch1][C][=O][C][=C][C][N][=N][NH1][C][=Ring1][Branch1][C][=C][Ring1][=Branch2][O][C]
BLZ945,2,1:Synthetic Small Molecule,1,Unknown,CNC(=O)c1cc(Oc2ccc3nc(N[C@@H]4CCCC[C@H]4O)sc3c2)ccn1,[C][N][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][O][O][C][=C][C][=C][N][=C][Branch1][O][N][C@@H1][C][C][C][C][C@H1][Ring1][=Branch1][O][S][C][Ring1][=N][=C][Ring1][P][=C][C][=N][Ring2][Ring1][Branch2]
CARMEGLIPTIN,2,1:Synthetic Small Molecule,1,Single Stereoisomer,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](N3C[C@@H](CF)CC3=O)CN1CC2,[C][O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][C@@H1][C][C@H1][Branch1][C][N][C@@H1][Branch1][=N][N][C][C@@H1][Branch1][Ring1][C][F][C][C][Ring1][#Branch1][=O][C][N][Ring1][#C][C][C][Ring2][Ring1][#Branch1]
VIBEGRON,4,1:Synthetic Small Molecule,1,Single Stereoisomer,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,[O][=C][Branch2][Ring2][Ring2][N][C][=C][C][=C][Branch2][Ring1][#Branch1][C][C@@H1][C][C][C@H1][Branch1][=N][C@H1][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=N][C][=C][Ring2][Ring1][Ring2][C@@H1][C][C][C][=N][C][=C][C][=Branch1][C][=O][N][Ring1][#Branch1][Ring1][#Branch2]
OXAMETACIN,-1,1:Synthetic Small Molecule,1,Achiral Molecule,COc1ccc2c(c1)c(CC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][Branch2][C][C][=Branch1][C][=O][N][O][=C][Branch1][C][C][N][Ring1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
CYAMEMAZINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,[C][C][Branch1][#Branch1][C][N][Branch1][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][Ring1][S]
DIPIVEFRIN,4,1:Synthetic Small Molecule,1,Racemic Mixture,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,[C][N][C][C][Branch1][C][O][C][=C][C][=C][Branch1][=C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][=C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C][=C][Ring2][Ring1][Ring2]
QUAZEPAM,4,1:Synthetic Small Molecule,0,Achiral Molecule,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,[F][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][C][=Branch1][C][=S][N][Branch1][#Branch2][C][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring2][Ring1][C]
ODM-207,1,1:Synthetic Small Molecule,1,Achiral Molecule,COc1cc2c(cc1-c1c(C)noc1C)cc(C)c(=O)n2Cc1ccccn1,[C][O][C][=C][C][=C][Branch1][S][C][=C][Ring1][=Branch1][C][C][Branch1][C][C][=N][O][C][=Ring1][=Branch1][C][C][=C][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][P][C][C][=C][C][=C][C][=N][Ring1][=Branch1]
ELISMETREP,2,1:Synthetic Small Molecule,0,Achiral Molecule,O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C2CC2)cc1,[O][=C][Branch1][C][O][C][=C][C][=C][Branch2][Branch1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch2][Ring1][Branch1][C][C][=C][C][=C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][O][C][=N][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][C][C][Ring1][Ring1][C][=C][Ring2][Ring2][Ring1]
MUFEMILAST,2,1:Synthetic Small Molecule,1,Single Stereoisomer,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3csc(NC(C)=O)c3C2=O)ccc1OC,[C][C][O][C][=C][C][Branch2][Ring2][Branch1][C@@H1][Branch1][#Branch2][C][S][Branch1][C][C][=Branch1][C][=O][=O][N][C][=Branch1][C][=O][C][=C][S][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][=C][Ring1][=Branch2][C][Ring1][=N][=O][=C][C][=C][Ring2][Ring1][#Branch2][O][C]
BUTAPERAZINE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,[C][C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][#C][C][C][C][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring2][Ring1][Branch1]
OCTOPAMINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,NCC(O)c1ccc(O)cc1,[N][C][C][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]
TEFINOSTAT,1,1:Synthetic Small Molecule,1,Single Stereoisomer,O=C(CCCCCCC(=O)Nc1ccc(CN[C@H](C(=O)OC2CCCC2)c2ccccc2)cc1)NO,[O][=C][Branch2][Ring2][P][C][C][C][C][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][#Branch2][C][N][C@H1][Branch1][=N][C][=Branch1][C][=O][O][C][C][C][C][C][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][#Branch1][N][O]
OXELADIN,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,[C][C][N][Branch1][Ring1][C][C][C][C][O][C][C][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][C][Branch1][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
